Id,Date,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance_x,ModeratelyActiveDistance_x,LightActiveDistance_x,SedentaryActiveDistance_x,VeryActiveMinutes_x,FairlyActiveMinutes_x,LightlyActiveMinutes_x,SedentaryMinutes_x,Calories,SedentaryMinutes_y,LightlyActiveMinutes_y,FairlyActiveMinutes_y,VeryActiveMinutes_y,SedentaryActiveDistance_y,LightActiveDistance_y,ModeratelyActiveDistance_y,VeryActiveDistance_y,StepTotal,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,AverageHeartRate,SleepEfficiency,RiskScore,RiskCategory,FuzzyRiskScore,FuzzyRiskCategory
2347167796,2016-04-21,10080,6.75,6.75,0.0,1.85000002384186,1.52999997138977,3.38000011444092,0.0,23,26,208,761,2048,761,208,26,23,0.0,3.38000011444092,1.52999997138977,1.85000002384186,10080,1.0,460.0,484.0,73.41425341802132,95.0413223140496,0,Low Risk,1.5,Medium Risk
2347167796,2016-04-22,7804,5.15999984741211,5.15999984741211,0.0,0.560000002384186,1.67999994754791,2.92000007629395,0.0,9,27,206,781,1946,781,206,27,9,0.0,2.92000007629395,1.67999994754791,0.560000002384186,7804,1.0,405.0,461.0,71.99640209332752,87.85249457700651,1,Low Risk,1.5,Medium Risk
2347167796,2016-04-23,16901,11.3699998855591,11.3699998855591,0.0,2.77999997138977,1.45000004768372,7.15000009536743,0.0,32,35,360,591,2629,591,360,35,32,0.0,7.15000009536743,1.45000004768372,2.77999997138977,16901,1.0,374.0,386.0,83.43309231897726,96.89119170984456,0,Low Risk,1.455,Medium Risk
2347167796,2016-04-24,9471,6.26000022888184,6.26000022888184,0.0,0.0,0.0,6.26000022888184,0.0,0,0,360,584,2187,584,360,0,0,0.0,6.26000022888184,0.0,0.0,9471,1.0,442.0,459.0,77.57597373188406,96.29629629629628,1,Low Risk,1.42,Medium Risk
2347167796,2016-04-25,9482,6.38000011444092,6.38000011444092,0.0,1.26999998092651,0.519999980926514,4.59999990463257,0.0,15,11,277,653,2095,653,277,11,15,0.0,4.59999990463257,0.519999980926514,1.26999998092651,9482,1.0,433.0,471.0,73.86135600335852,91.93205944798302,1,Low Risk,1.5,Medium Risk
2347167796,2016-04-26,5980,3.95000004768372,3.95000004768372,0.0,0.0,0.0,3.95000004768372,0.0,0,0,227,732,1861,732,227,0,0,0.0,3.95000004768372,0.0,0.0,5980,1.0,436.0,490.0,71.73179652000444,88.9795918367347,1,Low Risk,1.5,Medium Risk
2347167796,2016-04-27,11423,7.57999992370605,7.57999992370605,0.0,1.86000001430511,0.400000005960464,5.32000017166138,0.0,26,9,295,623,2194,623,295,9,26,0.0,5.32000017166138,0.400000005960464,1.86000001430511,11423,1.0,448.0,499.0,75.19362135263515,89.77955911823648,0,Low Risk,1.5,Medium Risk
2347167796,2016-04-28,5439,3.59999990463257,3.59999990463257,0.0,0.0,0.0,3.59999990463257,0.0,0,0,229,764,1854,764,229,0,0,0.0,3.59999990463257,0.0,0.0,5439,1.0,408.0,450.0,73.40854132002218,90.66666666666666,1,Low Risk,1.5,Medium Risk
2347167796,2016-04-29,42,0.0299999993294477,0.0299999993294477,0.0,0.0,0.0,0.0299999993294477,0.0,0,0,4,2,403,2,4,0,0,0.0,0.0299999993294477,0.0,0.0,42,1.0,411.0,473.0,62.86971235194586,86.89217758985201,1,Low Risk,0.6434856175972928,Low Risk
4020332650,2016-04-12,8539,6.11999988555908,6.11999988555908,0.0,0.150000005960464,0.239999994635582,5.67999982833862,0.0,4,15,331,712,3654,712,331,15,4,0.0,5.67999982833862,0.239999994635582,0.150000005960464,8539,1.0,501.0,541.0,83.4990136324824,92.60628465804066,1,Low Risk,1.675,Medium Risk
4020332650,2016-04-16,1982,1.41999995708466,1.41999995708466,0.0,0.449999988079071,0.370000004768372,0.589999973773956,0.0,65,21,55,1222,3051,1222,55,21,65,0.0,0.589999973773956,0.370000004768372,0.449999988079071,1982,1.0,77.0,77.0,100.90332042707966,100.0,3,Medium Risk,2.0,High Risk
4020332650,2016-05-03,4496,3.22000002861023,3.22000002861023,0.0,0.0,0.0,3.15000009536743,0.0500000007450581,0,0,174,950,2828,950,174,0,0,0.0500000007450581,3.15000009536743,0.0,0.0,4496,1.0,322.0,332.0,77.8770095559303,96.98795180722892,1,Low Risk,1.1833333333333333,Medium Risk
4020332650,2016-05-04,10252,7.34999990463257,7.34999990463257,0.0,0.670000016689301,1.03999996185303,5.57999992370605,0.0,13,46,346,531,3879,531,346,46,13,0.0,5.57999992370605,1.03999996185303,0.670000016689301,10252,1.0,478.0,536.0,83.4561661803678,89.17910447761194,1,Low Risk,1.155,Medium Risk
4020332650,2016-05-05,11728,8.43000030517578,8.43000030517578,0.0,2.61999988555908,1.67999994754791,4.03999996185303,0.0700000002980232,38,42,196,916,3429,916,196,42,38,0.0700000002980232,4.03999996185303,1.67999994754791,2.61999988555908,11728,1.0,226.0,248.0,85.57474310689543,91.12903225806453,1,Low Risk,1.0,Medium Risk
4020332650,2016-05-06,4369,3.13000011444092,3.13000011444092,0.0,0.0,0.0,3.09999990463257,0.0099999997764825,0,0,177,855,2704,855,177,0,0,0.0099999997764825,3.09999990463257,0.0,0.0,4369,1.0,385.0,408.0,75.64283228276422,94.3627450980392,1,Low Risk,1.5,Medium Risk
4020332650,2016-05-08,5862,4.19999980926514,4.19999980926514,0.0,0.0,0.0,4.15000009536743,0.0,0,0,263,775,3089,775,263,0,0,0.0,4.15000009536743,0.0,0.0,5862,1.0,364.0,402.0,78.0410612388964,90.54726368159204,1,Low Risk,1.5,Medium Risk
4020332650,2016-05-10,5546,3.98000001907349,3.98000001907349,0.0,0.0,0.0,3.86999988555908,0.0399999991059303,0,0,206,774,2926,774,206,0,0,0.0399999991059303,3.86999988555908,0.0,0.0,5546,1.0,442.0,494.0,72.61970379024775,89.47368421052632,1,Low Risk,1.5,Medium Risk
4388161847,2016-04-15,8758,6.73000001907349,6.73000001907349,0.0,0.0,0.0,6.73000001907349,0.0,0,0,299,837,3066,837,299,0,0,0.0,6.73000001907349,0.0,0.0,8758,1.0,499.0,526.0,67.47093970668115,94.86692015209124,1,Low Risk,1.5318803186673908,Medium Risk
4388161847,2016-04-16,6580,5.05999994277954,5.05999994277954,0.0,0.209999993443489,0.400000005960464,4.44999980926514,0.0,6,9,253,609,3073,609,253,9,6,0.0,4.44999980926514,0.400000005960464,0.209999993443489,6580,2.0,426.0,448.0,75.47658862876254,95.08928571428572,1,Low Risk,1.5,Medium Risk
4388161847,2016-04-17,4660,3.57999992370605,3.57999992370605,0.0,0.0,0.0,3.57999992370605,0.0,0,0,201,721,2572,721,201,0,0,0.0,3.57999992370605,0.0,0.0,4660,2.0,619.0,641.0,66.39134502923977,96.56786271450858,1,Low Risk,1.8195672514619887,Medium Risk
4388161847,2016-04-18,11009,9.10000038146973,9.10000038146973,0.0,3.55999994277954,0.400000005960464,5.1399998664856,0.0,27,8,239,1017,3274,1017,239,8,27,0.0,5.1399998664856,0.400000005960464,3.55999994277954,11009,1.0,99.0,104.0,81.49099490746491,95.1923076923077,2,Medium Risk,1.085,Medium Risk
4388161847,2016-04-19,10181,7.82999992370605,7.82999992370605,0.0,1.37000000476837,0.689999997615814,5.76999998092651,0.0,20,16,249,704,3015,704,249,16,20,0.0,5.76999998092651,0.689999997615814,1.37000000476837,10181,1.0,329.0,338.0,65.5324563295234,97.33727810650888,1,Low Risk,1.0182894831428366,Medium Risk
4388161847,2016-04-20,10553,8.11999988555908,8.11999988555908,0.0,1.10000002384186,1.72000002861023,5.28999996185303,0.0,19,42,228,696,3083,696,228,42,19,0.0,5.28999996185303,1.72000002861023,1.10000002384186,10553,1.0,421.0,451.0,65.40125868055556,93.3481152993348,1,Low Risk,1.2700629340277778,Medium Risk
4388161847,2016-04-21,10055,7.73000001907349,7.73000001907349,0.0,0.370000004768372,0.389999985694885,6.98000001907349,0.0,7,12,272,853,3069,853,272,12,7,0.0,6.98000001907349,0.389999985694885,0.370000004768372,10055,1.0,442.0,458.0,63.099279119767296,96.50655021834062,1,Low Risk,1.1549639559883649,Medium Risk
4388161847,2016-04-22,12139,9.34000015258789,9.34000015258789,0.0,3.29999995231628,1.11000001430511,4.92000007629395,0.0,77,25,220,945,3544,945,220,25,77,0.0,4.92000007629395,1.11000001430511,3.29999995231628,12139,1.0,82.0,85.0,73.27719923266649,96.47058823529412,1,Low Risk,1.0,Medium Risk
4388161847,2016-04-23,13236,10.1800003051758,10.1800003051758,0.0,4.5,0.319999992847443,5.34999990463257,0.0,58,5,215,749,3306,749,215,5,58,0.0,5.34999990463257,0.319999992847443,4.5,13236,1.0,478.0,501.0,67.08074201158053,95.40918163672654,0,Low Risk,1.3540371005790264,Medium Risk
4388161847,2016-04-24,10243,7.88000011444092,7.88000011444092,0.0,1.08000004291534,0.509999990463257,6.30000019073486,0.0,14,8,239,584,2885,584,239,8,14,0.0,6.30000019073486,0.509999990463257,1.08000004291534,10243,3.0,552.0,595.0,62.10169687175343,92.77310924369748,1,Low Risk,1.5250848435876716,Medium Risk
4388161847,2016-04-26,9461,7.28000020980835,7.28000020980835,0.0,0.939999997615814,1.05999994277954,5.26999998092651,0.0,14,23,224,673,2929,673,224,23,14,0.0,5.26999998092651,1.05999994277954,0.939999997615814,9461,1.0,319.0,346.0,62.51359843970094,92.1965317919075,1,Low Risk,0.7840132553183805,Low Risk
4388161847,2016-04-27,11193,8.60999965667725,8.60999965667725,0.0,0.699999988079071,2.50999999046326,5.3899998664856,0.0,11,48,241,684,3074,684,241,48,11,0.0,5.3899998664856,2.50999999046326,0.699999988079071,11193,1.0,439.0,500.0,62.12052186931879,87.8,1,Low Risk,1.1060260934659396,Medium Risk
4388161847,2016-04-28,10074,7.75,7.75,0.0,1.28999996185303,0.430000007152557,6.03000020980835,0.0,19,9,234,878,2969,878,234,9,19,0.0,6.03000020980835,0.430000007152557,1.28999996185303,10074,1.0,428.0,458.0,62.32648343180067,93.44978165938863,1,Low Risk,1.1163241715900334,Medium Risk
4388161847,2016-04-30,12533,9.64000034332275,9.64000034332275,0.0,0.699999988079071,2.0,6.94000005722046,0.0,14,43,300,537,3283,537,300,43,14,0.0,6.94000005722046,2.0,0.699999988079071,12533,2.0,409.0,430.0,64.22769296925392,95.11627906976744,1,Low Risk,0.896384648462696,Low Risk
4388161847,2016-05-01,10255,7.8899998664856,7.8899998664856,0.0,1.00999999046326,0.680000007152557,6.19999980926514,0.0,12,15,241,579,2926,579,241,15,12,0.0,6.19999980926514,0.680000007152557,1.00999999046326,10255,1.0,547.0,597.0,60.02217947267172,91.62479061976548,1,Low Risk,1.396108973633586,Medium Risk
4388161847,2016-05-02,10096,8.39999961853027,8.39999961853027,0.0,3.76999998092651,0.0799999982118607,4.55000019073486,0.0,33,4,204,935,3147,935,204,4,33,0.0,4.55000019073486,0.0799999982118607,3.76999998092651,10096,2.0,368.0,376.0,66.39496105160661,97.87234042553192,0,Low Risk,1.3197480525803307,Medium Risk
4388161847,2016-05-04,12375,9.52000045776367,9.52000045776367,0.0,2.78999996185303,0.930000007152557,5.80000019073486,0.0,35,21,251,632,3162,632,251,21,35,0.0,5.80000019073486,0.930000007152557,2.78999996185303,12375,1.0,390.0,414.0,61.94766681203663,94.20289855072464,0,Low Risk,1.0973833406018314,Medium Risk
4388161847,2016-05-05,9603,7.38000011444092,7.38000011444092,0.0,0.629999995231628,1.66999995708466,5.09000015258789,0.0,12,39,199,896,2899,896,199,39,12,0.0,5.09000015258789,1.66999995708466,0.629999995231628,9603,1.0,471.0,495.0,61.041297935103245,95.15151515151516,1,Low Risk,1.0520648967551622,Medium Risk
4388161847,2016-05-05,9603,7.38000011444092,7.38000011444092,0.0,0.629999995231628,1.66999995708466,5.09000015258789,0.0,12,39,199,896,2899,896,199,39,12,0.0,5.09000015258789,1.66999995708466,0.629999995231628,9603,1.0,471.0,495.0,61.041297935103245,95.15151515151516,1,Low Risk,1.0520648967551622,Medium Risk
4388161847,2016-05-07,22770,17.5400009155273,17.5400009155273,0.0,9.44999980926514,2.76999998092651,5.32999992370605,0.0,120,56,260,508,4022,508,260,56,120,0.0,5.32999992370605,2.76999998092651,9.44999980926514,22770,1.0,472.0,496.0,66.62712040795088,95.16129032258064,0,Low Risk,0.8713560203975442,Low Risk
4388161847,2016-05-08,17298,14.3800001144409,14.3800001144409,0.0,9.89000034332275,1.25999999046326,3.23000001907349,0.0,107,38,178,576,3934,576,178,38,107,0.0,3.23000001907349,1.25999999046326,9.89000034332275,17298,2.0,529.0,541.0,76.78011037766476,97.7818853974122,0,Low Risk,1.788333333333333,Medium Risk
4388161847,2016-05-09,10218,7.8600001335144,7.8600001335144,0.0,0.340000003576279,0.730000019073486,6.78999996185303,0.0,6,19,258,1020,3013,1020,258,19,6,0.0,6.78999996185303,0.730000019073486,0.340000003576279,10218,1.0,62.0,65.0,64.05171717171717,95.3846153846154,3,Medium Risk,0.8025858585858585,Low Risk
4388161847,2016-05-10,10299,7.92000007629395,7.92000007629395,0.0,0.810000002384186,0.649999976158142,6.46000003814697,0.0,13,14,267,648,3061,648,267,14,13,0.0,6.46000003814697,0.649999976158142,0.810000002384186,10299,1.0,354.0,375.0,61.22121701669359,94.4,1,Low Risk,1.0110608508346797,Medium Risk
4388161847,2016-05-11,10201,7.84000015258789,7.84000015258789,0.0,0.529999971389771,0.790000021457672,6.53000020980835,0.0,8,18,256,858,2954,858,256,18,8,0.0,6.53000020980835,0.790000021457672,0.529999971389771,10201,1.0,469.0,494.0,59.97196611014204,94.93927125506072,1,Low Risk,1.0,Medium Risk
4558609924,2016-04-21,13743,9.07999992370605,9.07999992370605,0.0,0.419999986886978,0.970000028610229,7.69999980926514,0.0,6,21,432,844,2486,844,432,21,6,0.0,7.69999980926514,0.970000028610229,0.419999986886978,13743,1.0,126.0,137.0,85.66238718698361,91.97080291970804,2,Medium Risk,1.0,Medium Risk
4558609924,2016-04-29,7833,5.17999982833862,5.17999982833862,0.0,1.01999998092651,1.85000002384186,2.30999994277954,0.0,15,29,197,1096,1918,1096,197,29,15,0.0,2.30999994277954,1.85000002384186,1.01999998092651,7833,1.0,171.0,179.0,80.55509145902347,95.53072625698324,3,Medium Risk,1.48,Medium Risk
4558609924,2016-05-01,3428,2.26999998092651,2.26999998092651,0.0,0.0,0.0,2.26999998092651,0.0,0,0,190,1121,1692,1121,190,0,0,0.0,2.26999998092651,0.0,0.0,3428,1.0,115.0,129.0,70.84190403364558,89.14728682170544,3,Medium Risk,1.5,Medium Risk
4558609924,2016-05-08,6543,4.32999992370605,4.32999992370605,0.0,1.79999995231628,0.5,2.01999998092651,0.0,66,35,238,1019,2666,1019,238,35,66,0.0,2.01999998092651,0.5,1.79999995231628,6543,1.0,123.0,134.0,104.87147199305254,91.7910447761194,3,Medium Risk,1.595,Medium Risk
5553957443,2016-04-12,11596,7.57000017166138,7.57000017166138,0.0,1.37000000476837,0.790000021457672,5.40999984741211,0.0,19,13,277,767,2026,767,277,13,19,0.0,5.40999984741211,0.790000021457672,1.37000000476837,11596,1.0,441.0,464.0,64.36511350059737,95.04310344827589,1,Low Risk,1.2182556750298688,Medium Risk
5553957443,2016-04-13,4832,3.16000008583069,3.16000008583069,0.0,0.0,0.0,3.16000008583069,0.0,0,0,226,647,1718,647,226,0,0,0.0,3.16000008583069,0.0,0.0,4832,2.0,455.0,488.0,61.48341820891815,93.23770491803278,1,Low Risk,1.0741709104459076,Medium Risk
5553957443,2016-04-14,17022,11.1199998855591,11.1199998855591,0.0,4.0,2.45000004768372,4.67000007629395,0.0,61,41,256,693,2324,693,256,41,61,0.0,4.67000007629395,2.45000004768372,4.0,17022,1.0,357.0,418.0,72.56047167909696,85.4066985645933,0,Low Risk,1.475,Medium Risk
5553957443,2016-04-15,16556,10.8599996566772,10.8599996566772,0.0,4.15999984741211,1.98000001907349,4.71000003814697,0.0,58,38,239,689,2254,689,239,38,58,0.0,4.71000003814697,1.98000001907349,4.15999984741211,16556,1.0,377.0,409.0,69.0200328407225,92.1760391198044,0,Low Risk,1.4510016420361247,Medium Risk
5553957443,2016-04-16,5771,3.76999998092651,3.76999998092651,0.0,0.0,0.0,3.76999998092651,0.0,0,0,288,521,1831,521,288,0,0,0.0,3.76999998092651,0.0,0.0,5771,2.0,651.0,686.0,66.0213644088371,94.89795918367348,1,Low Risk,1.406068220441855,Medium Risk
5553957443,2016-04-17,655,0.430000007152557,0.430000007152557,0.0,0.0,0.0,0.430000007152557,0.0,0,0,46,943,1397,943,46,0,0,0.0,0.430000007152557,0.0,0.0,655,1.0,350.0,402.0,59.37717466945024,87.06467661691542,1,Low Risk,0.9166666666666667,Low Risk
5553957443,2016-04-18,3727,2.4300000667572,2.4300000667572,0.0,0.0,0.0,2.4300000667572,0.0,0,0,206,622,1683,622,206,0,0,0.0,2.4300000667572,0.0,0.0,3727,2.0,520.0,541.0,65.3844028632425,96.11829944547137,1,Low Risk,1.602553476495458,Medium Risk
5553957443,2016-04-19,15482,10.1099996566772,10.1099996566772,0.0,4.28000020980835,1.6599999666214,4.17999982833862,0.0,69,28,249,756,2284,756,249,28,69,0.0,4.17999982833862,1.6599999666214,4.28000020980835,15482,1.0,357.0,410.0,74.88753310631857,87.07317073170732,0,Low Risk,1.475,Medium Risk
5553957443,2016-04-20,2713,1.76999998092651,1.76999998092651,0.0,0.0,0.0,1.76999998092651,0.0,0,0,148,598,1570,598,148,0,0,0.0,1.76999998092651,0.0,0.0,2713,1.0,658.0,678.0,60.040417526398834,97.05014749262536,1,Low Risk,1.4920208763199416,Medium Risk
5553957443,2016-04-21,12346,8.0600004196167,8.0600004196167,0.0,2.95000004768372,2.16000008583069,2.96000003814697,0.0,47,42,177,801,2066,801,177,42,47,0.0,2.96000003814697,2.16000008583069,2.95000004768372,12346,1.0,399.0,431.0,71.33225337951068,92.5754060324826,0,Low Risk,1.5,Medium Risk
5553957443,2016-04-22,11682,7.63000011444092,7.63000011444092,0.0,1.37999999523163,0.629999995231628,5.59999990463257,0.0,25,16,270,781,2105,781,270,16,25,0.0,5.59999990463257,0.629999995231628,1.37999999523163,11682,1.0,322.0,353.0,70.42847711267606,91.21813031161471,0,Low Risk,1.1833333333333333,Medium Risk
5553957443,2016-04-23,4112,2.69000005722046,2.69000005722046,0.0,0.0,0.0,2.6800000667572,0.0,0,0,272,443,1776,443,272,0,0,0.0,2.6800000667572,0.0,0.0,4112,2.0,631.0,725.0,67.07407854984895,87.0344827586207,1,Low Risk,1.3537039274924474,Medium Risk
5553957443,2016-04-24,1807,1.17999994754791,1.17999994754791,0.0,0.0,0.0,1.17999994754791,0.0,0,0,104,582,1507,582,104,0,0,0.0,1.17999994754791,0.0,0.0,1807,2.0,553.0,640.0,63.97276314114802,86.40625,1,Low Risk,1.608638157057401,Medium Risk
5553957443,2016-04-25,10946,7.19000005722046,7.19000005722046,0.0,2.9300000667572,0.569999992847443,3.69000005722046,0.0,51,11,201,732,2033,732,201,11,51,0.0,3.69000005722046,0.569999992847443,2.9300000667572,10946,1.0,433.0,468.0,72.04626295690126,92.52136752136752,0,Low Risk,1.5,Medium Risk
5553957443,2016-04-26,11886,7.76000022888184,7.76000022888184,0.0,2.36999988555908,0.930000007152557,4.46000003814697,0.0,40,18,238,750,2093,750,238,18,40,0.0,4.46000003814697,0.930000007152557,2.36999988555908,11886,1.0,412.0,453.0,73.01322425193321,90.94922737306842,0,Low Risk,1.5,Medium Risk
5553957443,2016-04-27,10538,6.88000011444092,6.88000011444092,0.0,1.13999998569489,1.0,4.73999977111816,0.0,16,16,206,745,1922,745,206,16,16,0.0,4.73999977111816,1.0,1.13999998569489,10538,1.0,347.0,391.0,65.07076392877657,88.7468030690537,1,Low Risk,1.1452048631054952,Medium Risk
5553957443,2016-04-28,11393,7.63000011444092,7.63000011444092,0.0,3.71000003814697,0.75,3.17000007629395,0.0,49,13,165,727,1999,727,165,13,49,0.0,3.17000007629395,0.75,3.71000003814697,11393,1.0,421.0,457.0,71.07164801404433,92.12253829321662,0,Low Risk,1.5,Medium Risk
5553957443,2016-04-29,12764,8.32999992370605,8.32999992370605,0.0,2.78999996185303,0.639999985694885,4.90999984741211,0.0,46,15,270,709,2169,709,270,15,46,0.0,4.90999984741211,0.639999985694885,2.78999996185303,12764,1.0,450.0,495.0,73.07417008111047,90.9090909090909,0,Low Risk,1.5,Medium Risk
5553957443,2016-04-30,1202,0.779999971389771,0.779999971389771,0.0,0.0,0.0,0.779999971389771,0.0,0,0,84,506,1463,506,84,0,0,0.0,0.779999971389771,0.0,0.0,1202,2.0,775.0,843.0,65.77999501122474,91.9335705812574,1,Low Risk,1.3189997505612372,Medium Risk
5553957443,2016-05-01,5164,3.36999988555908,3.36999988555908,0.0,0.0,0.0,3.36999988555908,0.0,0,0,237,436,1747,436,237,0,0,0.0,3.36999988555908,0.0,0.0,5164,2.0,622.0,686.0,66.54344989561586,90.67055393586006,1,Low Risk,1.3271724947807932,Medium Risk
5553957443,2016-05-02,9769,6.38000011444092,6.38000011444092,0.0,1.05999994277954,0.409999996423721,4.90000009536743,0.0,23,9,227,724,1996,724,227,9,23,0.0,4.90000009536743,0.409999996423721,1.05999994277954,9769,1.0,409.0,471.0,72.59142652035689,86.83651804670913,0,Low Risk,1.5,Medium Risk
5553957443,2016-05-03,12848,8.39000034332275,8.39000034332275,0.0,1.5,1.20000004768372,5.67999982833862,0.0,26,29,247,812,2116,812,247,29,26,0.0,5.67999982833862,1.20000004768372,1.5,12848,1.0,380.0,429.0,69.95312333155366,88.57808857808858,0,Low Risk,1.4976561665776829,Medium Risk
5553957443,2016-05-04,4249,2.76999998092651,2.76999998092651,0.0,0.0,0.0,2.76999998092651,0.0,0,0,224,651,1698,651,224,0,0,0.0,2.76999998092651,0.0,0.0,4249,1.0,447.0,470.0,61.67218347322378,95.1063829787234,1,Low Risk,1.083609173661189,Medium Risk
5553957443,2016-05-05,14331,9.51000022888184,9.51000022888184,0.0,3.4300000667572,1.6599999666214,4.42999982833862,0.0,44,29,241,692,2156,692,241,29,44,0.0,4.42999982833862,1.6599999666214,3.4300000667572,14331,1.0,419.0,464.0,69.4014172571905,90.30172413793105,0,Low Risk,1.4700708628595252,Medium Risk
5553957443,2016-05-06,9632,6.28999996185303,6.28999996185303,0.0,1.51999998092651,0.540000021457672,4.23000001907349,0.0,21,9,229,761,1916,761,229,9,21,0.0,4.23000001907349,0.540000021457672,1.51999998092651,9632,1.0,400.0,434.0,63.16519669606608,92.16589861751152,0,Low Risk,1.1582598348033042,Medium Risk
5553957443,2016-05-07,1868,1.22000002861023,1.22000002861023,0.0,0.0,0.0,1.22000002861023,0.0,0,0,96,902,1494,902,96,0,0,0.0,1.22000002861023,0.0,0.0,1868,1.0,442.0,470.0,63.02644230769231,94.04255319148936,1,Low Risk,1.1513221153846154,Medium Risk
5553957443,2016-05-08,6083,4.0,4.0,0.0,0.219999998807907,0.469999998807907,3.29999995231628,0.0,3,8,210,505,1762,505,210,8,3,0.0,3.29999995231628,0.469999998807907,0.219999998807907,6083,1.0,568.0,608.0,65.5694360947457,93.42105263157896,1,Low Risk,1.3034718047372849,Medium Risk
5553957443,2016-05-09,11611,7.57999992370605,7.57999992370605,0.0,2.13000011444092,0.889999985694885,4.55999994277954,0.0,59,22,251,667,2272,667,251,22,59,0.0,4.55999994277954,0.889999985694885,2.13000011444092,11611,1.0,453.0,494.0,76.65612883984491,91.7004048582996,0,Low Risk,1.5,Medium Risk
5553957443,2016-05-10,16358,10.710000038147,10.710000038147,0.0,3.86999988555908,1.61000001430511,5.19999980926514,0.0,61,40,265,707,2335,707,265,40,61,0.0,5.19999980926514,1.61000001430511,3.86999988555908,16358,1.0,418.0,443.0,76.83269438710312,94.35665914221218,0,Low Risk,1.5,Medium Risk
